sqft,bhk,bath,price
-0.219870288,0.47275946,-0.483601552,48
-0.403586611,0.47275946,0.519485095,90
-1.180847981,-0.567776643,-1.486688199,17
1.292256377,0.47275946,-0.483601552,150
0.218222484,0.47275946,0.519485095,229
-0.994305252,-0.567776643,-0.483601552,55.68
-0.318794462,-0.567776643,-0.483601552,66.78
0.444334883,0.47275946,0.519485095,120
3.129419613,1.513295563,1.522571742,225
1.429337018,0.47275946,0.519485095,140
-0.070070824,0.47275946,0.519485095,74.75
-0.54490686,-0.567776643,-0.483601552,75
-0.082789646,0.47275946,0.519485095,120
0.813180732,0.47275946,0.519485095,200
1.645556999,1.513295563,1.522571742,150
-0.287704007,0.47275946,-0.483601552,68.52
-0.615566985,-0.567776643,-0.483601552,34
0.020374136,-0.567776643,-0.483601552,78
0.543259057,0.47275946,0.519485095,110
0.161694385,0.47275946,0.519485095,75
-0.403586611,1.513295563,1.522571742,210
0.069836223,0.47275946,0.519485095,83
-0.756887234,-0.567776643,-0.483601552,57
-0.582356726,-0.567776643,-0.483601552,54.005
-0.290530412,0.47275946,0.519485095,50.4
-0.318794462,0.47275946,-0.483601552,85.05
4.96658285,5.675439975,5.53491833,250
0.109476553,0.47275946,0.519485095,105
-0.686227109,-0.567776643,-0.483601552,60
-0.450222293,-0.567776643,-0.483601552,43.76
3.55338036,4.634903872,4.531831683,225
0.483904552,0.47275946,0.519485095,110
-0.841679383,-0.567776643,-0.483601552,35
-0.746994816,-0.567776643,-0.483601552,58
1.85047136,0.47275946,1.522571742,235
-0.509576798,-0.567776643,-0.483601552,50
-0.657963059,-0.567776643,-0.483601552,30.6
-0.403586611,-0.567776643,-0.483601552,50
0.352476721,0.47275946,0.519485095,135
0.797635505,0.47275946,0.519485095,145
-0.597195352,-0.567776643,-0.483601552,32
0.591307942,0.47275946,0.519485095,150
3.836020858,1.513295563,1.522571742,420
0.726975381,0.47275946,0.519485095,175
-0.343525505,-0.567776643,-0.483601552,43.49
0.020374136,0.47275946,-0.483601552,64.5
-0.60143496,-0.567776643,-0.483601552,60
-1.463488479,-1.608312746,-1.486688199,11
-0.471420331,-0.567776643,-0.483601552,64.5
0.020374136,0.47275946,0.519485095,100
-1.534148603,-1.608312746,-1.486688199,14
-1.103121844,-1.608312746,-1.486688199,67
-0.344232107,-0.567776643,-0.483601552,51
0.303014634,0.47275946,0.519485095,155
0.930476539,0.47275946,0.519485095,145
0.509342197,0.47275946,0.519485095,300
-0.294063418,-0.567776643,-0.483601552,56.8
-0.403586611,-0.567776643,-0.483601552,52
0.09103426,0.47275946,-0.483601552,80
-0.403586611,-0.567776643,-0.483601552,60
-0.224109895,-0.567776643,-0.483601552,98
-0.423371446,-0.567776643,-0.483601552,58
0.42031044,0.47275946,0.519485095,115
-0.714491159,-0.567776643,-0.483601552,48
-0.2834644,-0.567776643,-0.483601552,82
-0.810588928,0.47275946,-0.483601552,70
0.598373954,0.47275946,0.519485095,88
-0.178887415,-0.567776643,-0.483601552,87
1.928197497,1.513295563,1.522571742,428
0.154628372,0.47275946,0.519485095,65
-0.014955927,0.47275946,0.519485095,78.29
0.133430335,0.47275946,0.519485095,100
-0.269332375,-0.567776643,-0.483601552,65
2.988099364,3.594367769,3.528745036,141
-1.267053333,-1.608312746,-1.486688199,27
0.42596325,0.47275946,0.519485095,98.29
0.42596325,0.47275946,0.519485095,125
1.299322389,0.47275946,1.522571742,260
-0.57317091,-0.567776643,-0.483601552,72
0.020374136,-0.567776643,-0.483601552,115
0.585655132,0.47275946,0.519485095,119
-0.961801595,-0.567776643,-0.483601552,22.14
-0.276398387,-0.567776643,-0.483601552,110
-1.187913993,-1.608312746,-1.486688199,16.45
-1.187913993,-1.608312746,-1.486688199,16.45
-0.403586611,0.47275946,0.519485095,90
1.320520426,0.47275946,0.519485095,185
-0.304662437,-0.567776643,-0.483601552,93
-0.403586611,1.513295563,-0.483601552,95
-0.53360124,-0.567776643,-0.483601552,63
2.203771982,0.47275946,0.519485095,170
1.998857621,1.513295563,0.519485095,300
-0.269332375,-0.567776643,-0.483601552,43.9
-0.457288306,-0.567776643,-0.483601552,59.9
0.449987693,0.47275946,0.519485095,120
-0.809175726,-0.567776643,-0.483601552,32
0.540432652,0.47275946,0.519485095,131
-0.851571801,-0.567776643,-0.483601552,45
-0.827547358,-0.567776643,-0.483601552,110
0.763718645,0.47275946,0.519485095,132
-0.389454586,-0.567776643,-0.483601552,80.9
0.390633188,0.47275946,0.519485095,91.45
-0.882662255,-0.567776643,-0.483601552,34.5
-0.092682064,0.47275946,-0.483601552,100
0.006242111,0.47275946,0.519485095,78.8
-0.580236923,0.47275946,-0.483601552,46
-0.085616051,0.47275946,-0.483601552,94
-0.403586611,-0.567776643,-0.483601552,40
-0.290530412,0.47275946,-0.483601552,56
-0.648070642,-0.567776643,-0.483601552,44
-0.588716137,-0.567776643,-0.483601552,45
-0.19301944,-0.567776643,-0.483601552,98.2
-0.679161097,-0.567776643,-0.483601552,50
-0.096921671,-0.567776643,-0.483601552,75
-0.014955927,0.47275946,0.519485095,98
-0.672095084,-0.567776643,-0.483601552,29.5
-0.085616051,0.47275946,-0.483601552,70
-0.050285989,0.47275946,0.519485095,100
0.5107554,0.47275946,0.519485095,105
-0.54490686,-0.567776643,-0.483601552,45
-1.357498292,-1.608312746,-1.486688199,26
0.253552546,0.47275946,0.519485095,95
0.514995007,0.47275946,0.519485095,150
-0.067244419,-0.567776643,-0.483601552,100
0.105166285,0.47275946,0.519485095,115
-0.488378761,-0.567776643,-0.483601552,46.5
-0.290530412,-0.567776643,-0.483601552,75
-0.445982686,-0.567776643,-0.483601552,52
-0.142144151,-0.567776643,-0.483601552,83.09
-0.505337191,-0.567776643,-0.483601552,65
-0.403586611,-0.567776643,-0.483601552,128
-0.403586611,1.513295563,1.522571742,165
1.278124352,0.47275946,0.519485095,415
1.292256377,1.513295563,1.522571742,400
-0.403586611,-0.567776643,-0.483601552,52
0.225288497,0.47275946,0.519485095,95
-0.686227109,-0.567776643,-0.483601552,67
1.645556999,1.513295563,1.522571742,198
-0.414892231,-0.567776643,-0.483601552,74
0.917757717,0.47275946,0.519485095,215
-0.657963059,-0.567776643,-0.483601552,45
-0.403586611,-0.567776643,-0.483601552,79
-0.332926487,-0.567776643,-0.483601552,40
-0.2269363,-0.567776643,-0.483601552,76
0.514995007,0.47275946,0.519485095,150
-1.357498292,-1.608312746,-1.486688199,21.53
-0.403586611,-0.567776643,-0.483601552,65
-0.191606238,0.47275946,-0.483601552,140
-0.318794462,0.47275946,0.519485095,49.36
0.444334883,0.47275946,0.519485095,150
-0.54490686,-0.567776643,-0.483601552,43.25
0.031679756,-0.567776643,-0.483601552,77
-0.137904543,-0.567776643,-0.483601552,57
-1.20911203,-1.608312746,-1.486688199,28.35
0.726975381,0.47275946,0.519485095,365
0.390633188,0.47275946,0.519485095,125
2.496304898,1.513295563,2.525658389,335
-0.52229562,-0.567776643,-0.483601552,50
-0.250960742,-0.567776643,-0.483601552,89.04
-0.403586611,0.47275946,0.519485095,90
0.020374136,1.513295563,1.522571742,230
-1.392828354,-1.608312746,-1.486688199,18.5
-0.580236923,-0.567776643,-0.483601552,52
-1.350432279,-1.608312746,-1.486688199,11.66
-0.396520599,-0.567776643,-0.483601552,66
-0.580236923,-0.567776643,-0.483601552,60
-0.785151284,-0.567776643,-0.483601552,39
1.409552183,1.513295563,2.525658389,212
-0.451635496,-0.567776643,-0.483601552,55
-0.615566985,-0.567776643,-0.483601552,65
0.760482412,0.47275946,0.519485095,275
-0.403586611,-0.567776643,-0.483601552,46.8
0.161694385,0.47275946,-0.483601552,108
-1.462075276,-1.608312746,-1.486688199,29.9
0.444334883,0.47275946,0.519485095,95
0.445748085,0.47275946,0.519485095,115
-0.048872786,-0.567776643,-0.483601552,90
-0.460114711,-0.567776643,-0.483601552,44
0.133430335,0.47275946,-0.483601552,134
-0.339992499,-0.567776643,-0.483601552,94
-0.481312748,-0.567776643,-0.483601552,45.79
-0.933537545,-0.567776643,-0.483601552,33
0.293122216,0.47275946,0.519485095,108
-0.615566985,-0.567776643,-0.483601552,32
-0.318794462,-0.567776643,-0.483601552,55
0.240833724,-0.567776643,-0.483601552,120
-0.392280991,0.47275946,0.519485095,45
0.599787157,0.47275946,0.519485095,161
2.496304898,1.513295563,1.522571742,230
-0.403586611,-0.567776643,-0.483601552,65
-0.403586611,1.513295563,1.522571742,175
-0.438916674,-0.567776643,-0.483601552,82
-0.686227109,-0.567776643,-0.483601552,165
-0.403586611,1.513295563,-0.483601552,125
1.278124352,0.47275946,0.519485095,410
-1.575238887,-1.608312746,-1.486688199,18.5
-1.039527732,-0.567776643,-0.483601552,38
-0.509576798,-0.567776643,-0.483601552,62
-0.191606238,0.47275946,0.519485095,150
-0.686227109,-0.567776643,-0.483601552,55
-0.559038885,-0.567776643,-0.483601552,31.48
-0.403586611,-0.567776643,-0.483601552,60
0.714256558,0.47275946,1.522571742,103
-0.60143496,-0.567776643,-0.483601552,26.5
-0.537840848,-0.567776643,-0.483601552,75
-0.707425147,-0.567776643,-0.483601552,67
-0.51664281,-0.567776643,-0.483601552,55
0.632290814,0.47275946,0.519485095,140
-0.412065826,-0.567776643,-0.483601552,69
-0.474246736,-0.567776643,-0.483601552,69
-0.347058512,-0.567776643,-0.483601552,47.12
-0.094095266,-0.567776643,-0.483601552,48.1
0.938955754,0.47275946,1.522571742,240
-1.098882236,-0.567776643,-1.486688199,40
-0.686227109,0.47275946,1.522571742,110
-0.332926487,-0.567776643,-0.483601552,76
-0.120946113,0.47275946,-0.483601552,95
0.373674758,0.47275946,0.519485095,100
-0.115293303,-0.567776643,-0.483601552,71
-1.20911203,-1.608312746,-1.486688199,34.65
0.376670747,0.47275946,0.519485095,135
-0.269332375,-0.567776643,-0.483601552,55.47
0.444334883,0.47275946,0.519485095,252
-0.197259048,-0.567776643,-0.483601552,74.03
-0.403586611,1.513295563,1.522571742,200
-0.474246736,-0.567776643,-0.483601552,55
2.57685744,1.513295563,1.522571742,325
0.189958434,0.47275946,0.519485095,98
-0.756887234,-0.567776643,-0.483601552,46.96
4.96658285,8.797048284,6.538004977,360
-0.657963059,-0.567776643,-0.483601552,63
-0.54490686,-0.567776643,-0.483601552,50
-0.474246736,-0.567776643,-0.483601552,126
0.387806783,0.47275946,-0.483601552,130
0.444334883,0.47275946,0.519485095,110
-0.587302935,-0.567776643,-0.483601552,54
0.020374136,1.513295563,1.522571742,220
-0.064418014,-0.567776643,-0.483601552,95
-0.827547358,-0.567776643,-0.483601552,40
-0.403586611,1.513295563,1.522571742,230
-0.234002313,-0.567776643,-0.483601552,165
-0.304662437,-0.567776643,-0.483601552,98
-0.403586611,-0.567776643,-0.483601552,74
-0.786564486,-0.567776643,-0.483601552,50.17
2.988099364,1.513295563,1.522571742,400
-0.392280991,-0.567776643,-0.483601552,49
-0.502510786,-0.567776643,-0.483601552,60
0.377914366,0.47275946,0.519485095,120
-0.409239421,-0.567776643,-0.483601552,94.42
-0.474246736,-0.567776643,0.519485095,52.5
-0.505337191,-0.567776643,-0.483601552,63
-0.756887234,-0.567776643,-0.483601552,32
-1.081923806,-0.567776643,-0.483601552,45
0.035919363,0.47275946,0.519485095,95
-1.569478665,-1.608312746,-0.483601552,26
-0.598608555,-0.567776643,-0.483601552,38
-0.686227109,-0.567776643,-0.483601552,35
-0.851571801,-0.567776643,-0.483601552,45
-0.410652624,-0.567776643,-0.483601552,70
-0.403586611,1.513295563,0.519485095,165
-1.110187856,-1.608312746,-1.486688199,41
-0.338579297,-0.567776643,-0.483601552,67
0.139083145,0.47275946,0.519485095,65
2.14017787,1.513295563,2.525658389,275
0.154628372,0.47275946,0.519485095,115
-0.18736663,-0.567776643,-0.483601552,110
0.160281182,0.47275946,0.519485095,125
-0.474246736,-0.567776643,-0.483601552,70
-0.467180723,-0.567776643,-0.483601552,42.74
-0.403586611,-1.608312746,-0.483601552,85
-0.686227109,-0.567776643,-0.483601552,25
0.539019449,0.47275946,0.519485095,160
-0.331513284,-0.567776643,-0.483601552,47
-0.372496157,-0.567776643,-0.483601552,45
-0.445982686,0.47275946,-0.483601552,66
1.292256377,0.47275946,1.522571742,245
-0.160515783,-0.567776643,-0.483601552,68
4.96658285,6.715976078,6.538004977,210
2.14017787,2.553831666,0.519485095,528
0.399112403,0.47275946,0.519485095,101
-0.2269363,0.47275946,-0.483601552,90
0.160281182,0.47275946,0.519485095,99
1.589028899,0.47275946,0.519485095,499
-0.282051197,-0.567776643,-0.483601552,63
1.921131485,2.553831666,2.525658389,140
-0.237535319,-0.567776643,-0.483601552,63.77
-0.542080455,-0.567776643,-0.483601552,53.67
-0.756887234,-0.567776643,-0.483601552,40
-1.357498292,-1.608312746,-1.486688199,27.25
-1.172368766,-0.567776643,-0.483601552,25
0.416070833,1.513295563,1.522571742,175
-0.60708777,-0.567776643,-0.483601552,80
-1.258574118,-1.608312746,-1.486688199,33.32
1.044945941,0.47275946,0.519485095,160
-0.508163596,-0.567776643,-0.483601552,28.15
0.006242111,0.47275946,0.519485095,84
0.726975381,1.513295563,1.522571742,300
0.09103426,0.47275946,0.519485095,100
3.756881519,1.513295563,1.522571742,315
0.86829563,0.47275946,0.519485095,125
-0.115293303,-0.567776643,-0.483601552,69.3
1.052011953,1.513295563,1.522571742,225
0.082555045,0.47275946,0.519485095,120
-0.25520035,0.47275946,-0.483601552,58.7
-0.361190537,-0.567776643,-0.483601552,80
-0.732862791,-0.567776643,-0.483601552,45
-1.336300255,-1.608312746,-1.486688199,36
-1.088989819,-1.608312746,-1.486688199,46
1.433576626,0.47275946,0.519485095,313
0.13060393,0.47275946,0.519485095,180
-0.657963059,-0.567776643,-0.483601552,48.95
-0.657963059,-0.567776643,-0.483601552,40
-0.328686879,-0.567776643,-0.483601552,102
-0.741342006,-0.567776643,-0.483601552,38
-0.094095266,0.47275946,0.519485095,75
0.315733456,0.47275946,0.519485095,150
0.161694385,-0.567776643,-0.483601552,115
-1.511537363,-1.608312746,-1.486688199,18.5
-0.54490686,-0.567776643,-0.483601552,98
-0.050285989,0.47275946,-0.483601552,85
1.84481855,0.47275946,0.519485095,223
-1.251508105,-1.608312746,-1.486688199,90
-0.920818723,-1.608312746,-1.486688199,60
-0.509576798,0.47275946,1.522571742,70
0.81176753,0.47275946,0.519485095,140
-0.840266181,-0.567776643,-0.483601552,25
-0.498271178,-0.567776643,-0.483601552,49.07
2.14017787,1.513295563,2.525658389,260
1.348784476,1.513295563,2.525658389,425
-0.403586611,-0.567776643,-0.483601552,55
-0.488378761,-0.567776643,-0.483601552,40
0.953087779,3.594367769,2.525658389,250
-0.559038885,-0.567776643,-0.483601552,42
3.700353419,1.513295563,1.522571742,360
0.430202858,0.47275946,0.519485095,100
0.613919181,0.47275946,0.519485095,134
-0.157689378,-0.567776643,-0.483601552,95
-0.057352001,0.47275946,0.519485095,95
-1.094642629,-1.608312746,-1.486688199,36
0.020374136,0.47275946,0.519485095,95
0.331278683,0.47275946,0.519485095,100
-0.120946113,0.47275946,0.519485095,60
-0.643831035,-0.567776643,-0.483601552,49
-0.403586611,-0.567776643,-0.483601552,85
-0.615566985,-0.567776643,-1.486688199,56
1.080276003,0.47275946,0.519485095,160
-0.686227109,-0.567776643,-0.483601552,50
-1.436637631,-1.608312746,-1.486688199,25
3.270739862,1.513295563,1.522571742,250
-0.851571801,-0.567776643,-0.483601552,29
0.472598932,0.47275946,-0.483601552,86
-0.064418014,0.47275946,-0.483601552,65
1.433576626,1.513295563,2.525658389,325
-0.368256549,-0.567776643,-0.483601552,48
-0.86287742,-0.567776643,-0.483601552,52.8
-1.039527732,-1.608312746,-1.486688199,40
-0.431850661,-0.567776643,-0.483601552,80
-0.412065826,-0.567776643,-0.483601552,47
1.261165922,0.47275946,0.519485095,262
-0.505337191,-0.567776643,-0.483601552,60
0.020374136,0.47275946,0.519485095,150
-0.403586611,0.47275946,0.519485095,46
2.684260829,1.513295563,2.525658389,260
-0.403586611,-0.567776643,-0.483601552,45
-0.318794462,-0.567776643,-0.483601552,67.39
-0.580236923,0.47275946,-0.483601552,45
0.305841039,0.47275946,0.519485095,130
0.204090459,-0.567776643,-0.483601552,200
-0.486965558,-0.567776643,-0.483601552,38.55
-0.403586611,0.47275946,-0.483601552,70
-0.191606238,0.47275946,0.519485095,77
3.618387675,1.513295563,1.522571742,445
-0.431850661,0.47275946,-0.483601552,78.34
-0.184540225,-0.567776643,-0.483601552,115
-1.251508105,-1.608312746,-1.486688199,50
0.218222484,0.47275946,-0.483601552,120
-0.417718636,0.47275946,-0.483601552,57
1.292256377,1.513295563,1.522571742,375
-0.659376262,-0.567776643,-0.483601552,49.85
0.550325069,0.47275946,0.519485095,165
-0.403586611,0.47275946,0.519485095,140
0.278990191,0.47275946,0.519485095,109
0.041572173,0.47275946,0.519485095,83.3
-0.568931303,-0.567776643,-0.483601552,61.75
-1.251508105,-0.567776643,-0.483601552,55
0.373674758,0.47275946,0.519485095,120
0.020374136,0.47275946,0.519485095,139
-0.707425147,-0.567776643,-0.483601552,40.39
0.020374136,0.47275946,-0.483601552,87
5.814504344,2.553831666,2.525658389,548.5
-0.55621248,0.47275946,-0.483601552,98.5
-0.559038885,-0.567776643,-0.483601552,28.34
1.100060838,0.47275946,0.519485095,159
-0.954735582,-0.567776643,-0.483601552,24.5
-0.20997787,-0.567776643,-0.483601552,82
-0.403586611,-0.567776643,-0.483601552,32
0.133430335,0.47275946,0.519485095,160
0.218222484,0.47275946,1.522571742,91
-0.022021939,0.47275946,-0.483601552,82
-0.615566985,-0.567776643,-0.483601552,71
0.52206102,0.47275946,0.519485095,225
-0.036153964,0.47275946,-0.483601552,90
0.47683854,0.47275946,0.519485095,100
-0.403586611,1.513295563,0.519485095,85
0.14756236,0.47275946,-0.483601552,125
-0.403586611,1.513295563,1.522571742,220
-0.400760206,-0.567776643,-0.483601552,53
0.286056204,0.47275946,0.519485095,118
-0.657963059,-0.567776643,-0.483601552,52
-0.424784649,-0.567776643,-0.483601552,47
-0.354124524,-0.567776643,-0.483601552,52.04
2.429884381,1.513295563,2.525658389,500
-0.577410518,-0.567776643,-0.483601552,37.64
-0.099748076,0.47275946,-0.483601552,66
1.193332202,0.47275946,0.519485095,162
-1.498818541,-1.608312746,-1.486688199,20.03
-1.172368766,-0.567776643,-0.483601552,22
-0.474246736,-0.567776643,-0.483601552,52
-1.251508105,-1.608312746,-1.486688199,60
-0.024848344,-0.567776643,-0.483601552,140
3.977341107,1.513295563,2.525658389,550
1.122672078,0.47275946,1.522571742,126
-0.20432506,-0.567776643,-0.483601552,97
-0.291943615,-0.567776643,-0.483601552,77
1.044945941,1.513295563,1.522571742,98.88
-0.471420331,-0.567776643,-0.483601552,53.5
-0.262266362,-0.567776643,-0.483601552,36
1.801009273,1.513295563,1.522571742,155
-0.587302935,-0.567776643,-0.483601552,39
-0.543493658,-0.567776643,-0.483601552,45
-1.004197669,-0.567776643,-0.483601552,55
-1.156823538,-1.608312746,-1.486688199,36.85
-0.587302935,-0.567776643,-0.483601552,55
-1.060725769,-0.567776643,-0.483601552,57.99
-0.382388574,-0.567776643,-0.483601552,67
-0.940603557,-0.567776643,-0.483601552,30
-0.435383667,-0.567776643,-0.483601552,59.935
0.41465763,0.47275946,0.519485095,89.61
0.294535419,-0.567776643,-0.483601552,150
1.258339517,0.47275946,0.519485095,203
-1.146931121,-0.567776643,-0.483601552,33
-0.424784649,-0.567776643,-0.483601552,41
-1.470554491,-1.608312746,-1.486688199,28
-0.014955927,0.47275946,0.519485095,75
0.187132029,0.47275946,0.519485095,82.5
-0.51664281,-0.567776643,-0.483601552,65
0.982765031,1.513295563,0.519485095,152
-0.403586611,1.513295563,1.522571742,90
-0.433263864,-0.567776643,-0.483601552,66.02
-0.267919172,-0.567776643,-0.483601552,83
-0.297596425,-0.567776643,-0.483601552,52
-0.120946113,0.47275946,-0.483601552,77
-0.372496157,-0.567776643,-0.483601552,63
0.41465763,0.47275946,0.519485095,112
4.435925315,1.513295563,1.522571742,453
-0.60708777,-0.567776643,-0.483601552,61
-0.54490686,-0.567776643,-0.483601552,46
-0.799283308,-0.567776643,-0.483601552,40
-0.437503471,-0.567776643,-0.483601552,62
-0.188779833,0.47275946,0.519485095,135
0.327039076,0.47275946,0.519485095,99
-0.338579297,-0.567776643,-0.483601552,67.3
-0.486965558,-0.567776643,-0.483601552,42.79
-0.464354318,-0.567776643,-0.483601552,84
-0.650897047,-0.567776643,-0.483601552,27.68
-1.180847981,-1.608312746,-1.486688199,33
-0.19301944,-0.567776643,-0.483601552,98
-0.557625683,-0.567776643,-0.483601552,34.9
3.087023539,1.513295563,1.522571742,300
-0.802109713,-0.567776643,-0.483601552,50.49
0.656315256,1.513295563,1.522571742,130
0.310080646,0.47275946,0.519485095,95
-1.357498292,-1.608312746,-1.486688199,30
-0.054525596,-0.567776643,-0.483601552,83
-0.050285989,0.47275946,-0.483601552,100
-0.655136654,-0.567776643,-0.483601552,40
-0.686227109,-0.567776643,-0.483601552,45
-0.505337191,-0.567776643,-0.483601552,68.75
-0.403586611,-0.567776643,-0.483601552,150
-0.207151465,-0.567776643,-0.483601552,75
-0.62969901,-0.567776643,-0.483601552,39.52
-0.406413016,-0.567776643,-0.483601552,58
-0.403586611,1.513295563,0.519485095,95
0.290295811,0.47275946,0.519485095,113
0.204090459,0.47275946,0.519485095,194
-0.513109804,-0.567776643,-0.483601552,58.935
-0.485552356,-0.567776643,-0.483601552,70
0.693058521,0.47275946,0.519485095,184
0.519234615,0.47275946,0.519485095,82
0.115058702,-0.567776643,-0.483601552,92
-0.559038885,-0.567776643,-0.483601552,27.24
-0.403586611,-0.567776643,-0.483601552,52
-0.693293122,-0.567776643,-0.483601552,41
-0.850158598,-0.567776643,-0.483601552,41.1
-0.368256549,-0.567776643,-0.483601552,46.55
-0.202911858,-0.567776643,-0.483601552,73.3
-0.19867225,-0.567776643,-0.483601552,67
-0.234002313,0.47275946,0.519485095,65
-0.488378761,-0.567776643,-0.483601552,49.39
-0.262266362,-0.567776643,-0.483601552,50
0.235180914,0.47275946,0.519485095,85
0.359542733,0.47275946,-0.483601552,95
-0.177474213,0.47275946,-0.483601552,71
-0.293356817,-0.567776643,-0.483601552,95
-1.20911203,-1.608312746,-1.486688199,40
-0.403586611,0.47275946,0.519485095,95
-1.276239149,-1.608312746,-1.486688199,15.135
2.564138617,2.553831666,2.525658389,240
4.259981605,2.553831666,2.525658389,415
-0.183127023,0.47275946,-0.483601552,66
-0.615566985,-0.567776643,-0.483601552,37
-0.587302935,-0.567776643,-0.483601552,42.79
-0.142144151,-0.567776643,-0.483601552,80
-0.686227109,-1.608312746,-1.486688199,70
0.581415524,0.47275946,0.519485095,130
-0.679161097,-0.567776643,-0.483601552,55.78
0.126364322,0.47275946,0.519485095,125
-0.721557172,-0.567776643,-0.483601552,65
0.591307942,0.47275946,0.519485095,120
-0.785151284,-1.608312746,-1.486688199,30
-1.357498292,-1.608312746,-1.486688199,26
-1.129972691,-1.608312746,-1.486688199,17
1.292256377,-0.567776643,0.519485095,150
-0.106814088,-0.567776643,-1.486688199,233
1.063317573,0.47275946,0.519485095,140
-0.440329876,-0.567776643,-0.483601552,69
3.270739862,1.513295563,1.522571742,239
1.044945941,0.47275946,-0.483601552,125
-0.332926487,-0.567776643,-0.483601552,200
-0.802109713,-0.567776643,-0.483601552,52
-0.332926487,-0.567776643,-0.483601552,52
0.444334883,0.47275946,0.519485095,110
-0.445982686,-0.567776643,-0.483601552,53
-0.978760025,-0.567776643,-0.483601552,45
0.317146659,0.47275946,0.519485095,107
-0.570344505,0.47275946,-0.483601552,57.5
0.020374136,1.513295563,1.522571742,180
3.891135755,2.553831666,2.525658389,423
-0.850158598,-0.567776643,-1.486688199,58
-0.622632997,-0.567776643,-0.483601552,98.89
-0.659376262,-0.567776643,-0.483601552,49.86
0.635117219,0.47275946,1.522571742,130
0.274750584,0.47275946,0.519485095,150
1.391180551,1.513295563,2.525658389,247
1.405312576,0.47275946,0.519485095,330
0.444334883,2.553831666,1.522571742,187
4.045881428,1.513295563,1.522571742,304
-1.534148603,-1.608312746,-1.486688199,11
-0.619806592,-0.567776643,-0.483601552,82
-0.287704007,-0.567776643,-0.483601552,87
-0.657963059,-0.567776643,-0.483601552,45.9
2.507610518,1.513295563,1.522571742,240
2.846779115,1.513295563,2.525658389,425
0.020374136,0.47275946,-0.483601552,95
0.020374136,0.47275946,-0.483601552,95
2.431297583,1.513295563,2.525658389,270
0.216809282,0.47275946,0.519485095,80
-0.258026755,-0.567776643,-0.483601552,55.79
-0.679161097,-0.567776643,-1.486688199,110
-1.170248962,-1.608312746,-1.486688199,18.41
-0.262266362,-0.567776643,-1.486688199,115
-0.826134156,-0.567776643,-0.483601552,35.14
0.338344696,0.47275946,0.519485095,200
-0.827547358,0.47275946,-0.483601552,42
-0.60143496,-0.567776643,-0.483601552,55
-0.657963059,-0.567776643,-0.483601552,48.45
